drugbank_id,drug_name
DB07385,"3-(hydroxymethyl)-1-methyl-5-(2-methylaziridin-1-yl)-2-phenyl-1h-indole-4,7-dione"
DB07387,3-(butylsulphonyl)-propanoic acid
DB07388,ethyl 4-[(4-methylpyridin-2-yl)amino]piperidine-1-carboxylate
DB07389,n-[2-(6-amino-4-methylpyridin-2-yl)ethyl]-4-cyanobenzamide
DB07390,"2-[3-(5-mercapto-[1,3,4]thiadiazol-2-yl)-ureido]-n-methyl-3-phenyl-propionamide"
DB07391,"(2s)-2-amino-1-(5-tert-butyl-1,3,4-oxadiazol-2-yl)propan-1-one"
DB07392,atrazine
DB07393,"2-(2-phenyl-3-pyridin-2-yl-4,5,6,7-tetrahydro-2h-isophosphindol-1-yl)pyridine"
DB07394,aurovertin b
DB07395,"4-[3-(2-chloro-4,5-difluoro-benzoyl)ureido]-3-trifluoromethoxybenzoic acid"
DB07396,ave-2865
DB07397,"(5s)-5-(2-amino-2-oxoethyl)-4-oxo-n-[(3-oxo-3,4-dihydro-2h-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide"
DB07398,"2-[(cyclopropylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide"
DB07400,1-ethoxycarbonyl-d-phe-pro-2(4-aminobutyl)hydrazine
DB07401,azoxystrobin
DB07402,azapropazone
DB07403,"4-[(3-chloro-4-{[(2r)-3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl]amino}phenyl)sulfonyl]-n,n-dimethylbenzamide"
DB07404,bph-608
DB07405,"1-(6-cyano-3-pyridylcarbonyl)-5',8'-difluorospiro[piperidine-4,2'(1'h)-quinazoline]-4'-amine"
DB07406,"(4r)-n-[4-({[2-(dimethylamino)ethyl]amino}carbonyl)-1,3-thiazol-2-yl]-4-methyl-1-oxo-2,3,4,9-tetrahydro-1h-beta-carboline-6-carboxamide"
DB07407,5-(2-methoxyphenyl)-2-furoic acid
DB07408,5-(2-nitrophenyl)-2-furoic acid
DB07409,"(1-hydroxy-1-phosphono-2-[1,1';4',1'']terphenyl-3-yl-ethyl)-phosphonic acid"
DB07410,[2-(3-dibenzofuran-4-yl-phenyl)-1-hydroxy-1-phosphono-ethyl]-phosphonic acid
DB07411,phenylalanine boronic acid
DB07412,1-biphenyl-2-ylmethanamine
DB07413,5'-s-[2-(decylamino)ethyl]-5'-thioadenosine
DB07414,"(5s)-1-benzyl-3-(1,1-dioxido-1,2-benzisothiazol-3-yl)-4-hydroxy-5-(1-methylethyl)-1,5-dihydro-2h-pyrrol-2-one"
DB07415,4-[(1s)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1h-imidazol-2-amine
DB07416,(2s)-2-(butyryloxy)-3-hydroxypropyl nonanoate
DB07418,bis(4-nitrophenyl) hydrogen phosphate
DB07419,s-23
DB07420,(1r)-4-(3-phenoxyphenyl)-1-phosphonobutane-1-sulfonic acid
DB07421,"4-{[(1r,2s)-1,2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile"
DB07422,(2s)-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide
DB07423,andarine
DB07424,tripotassium (1r)-4-biphenyl-4-yl-1-phosphonatobutane-1-sulfonate
DB07425,sobetirome
DB07426,"[1-hydroxy-2-(1,1':3',1''-terphenyl-3-yloxy)ethane-1,1-diyl]bis(phosphonic acid)"
DB07427,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine
DB07428,4-[(5-methoxy-2-methylphenoxy)methyl]pyridine
DB07429,2-({[4-bromo-3-(diethylsulfamoyl)phenyl]carbonyl}amino)benzoic acid
DB07430,"(10r)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8h-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one"
DB07431,"(3r)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5h-[1]benzothieno[3,2-e][1,4]diazepin-5-one"
DB07432,"[[(3r,4r,5s,6r)-3-(butanoylamino)-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-ylidene]amino] n-phenylcarbamate"
DB07433,(tert-butyloxycarbonyl)-alanyl-amino ethyl-formamide
DB07434,honh-benzylmalonyl-l-alanylglycine-p-nitroanilide
DB07435,"1,2,3-trihydroxy-1,2,3,4-tetrahydrobenzo[a]pyrene"
DB07436,n-(1-phenyl-propyl)-formamide
DB07437,5-benzylacyclouridine
DB07439,"1-((2-hydroxyethoxy)methyl)-5-(3-(benzyloxy)benzyl)-6-hydroxypyrimidine-2,4(1h,3h)-dione"
DB07440,4-tert-butylbenzenesulfonic acid
DB07441,"3-{[(9-cyano-9,10-dihydro-10-methylacridin-9-yl)carbonyl]amino}propanoic acid"
DB07443,(2z)-n-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide
DB07444,"6-(3-aminopropyl)-4,9-dimethylpyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione"
DB07445,"n'-[(1e)-(3,5-dibromo-2,4-dihydroxyphenyl)methylene]nicotinohydrazide"
DB07446,n-(biphenyl-4-ylsulfonyl)-d-leucine
DB07447,5beta-dihydrotestosterone
DB07448,(2s)-3-[(r)-[(1s)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid
DB07449,n-[(1s)-1-(aminocarbonyl)-4-(ethanimidoylamino)butyl]benzamide
DB07450,(r)-minalrestat
DB07451,1-(5-bromo-pyridin-2-yl)-3-[2-(6-fluoro-2-hydroxy-3-propionyl-phenyl)-cyclopropyl]-urea
DB07452,"2,6-diamino-1,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one"
DB07453,alpha-naphthoflavone
DB07454,(r)-3-bromo-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide
DB07455,"n,n'-[biphenyl-4,4'-diyldi(2r)propane-2,1-diyl]dimethanesulfonamide"
DB07456,"3-(1h-indol-3-yl)-4-(1-{2-[(2s)-1-methylpyrrolidinyl]ethyl}-1h-indol-3-yl)-1h-pyrrole-2,5-dione"
DB07457,"3-[1-(3-aminopropyl)-1h-indol-3-yl]-4-(1h-indol-3-yl)-1h-pyrrole-2,5-dione"
DB07458,"3-(1h-indol-3-yl)-4-{1-[2-(1-methylpyrrolidin-2-yl)ethyl]-1h-indol-3-yl}-1h-pyrrole-2,5-dione"
DB07459,4-phenoxy-n-(pyridin-2-ylmethyl)benzamide
DB07460,2-({5-chloro-2-[(2-methoxy-4-morpholin-4-ylphenyl)amino]pyrimidin-4-yl}amino)-n-methylbenzamide
DB07461,"3-amino-3-benzyl-9-carboxamide[4.3.0]bicyclo-1,6-diazanonan-2-one"
DB07462,"(3,4-dihydroxy-2-nitrophenyl)(phenyl)methanone"
DB07463,"(3r,4s)-1-[(4-amino-5h-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(butylsulfanyl)methyl]pyrrolidin-3-ol"
DB07464,1(r)-1-acetamido-2-(3-carboxy-2-hydroxyphenyl)ethyl boronic acid
DB07465,"(1s,3s,5s)-2-{(2s)-2-amino-2-[(1r,3s,5r,7s)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile"
DB07466,(1r)-2-phenylacetamido-2-(3-carboxyphenyl)ethyl boronic acid
DB07467,(s)-indapamide
DB07468,"(3as)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one"
DB07469,"(3as)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one"
DB07470,"(3as)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one"
DB07471,"5-[5,6-bis(methyloxy)-1h-benzimidazol-1-yl]-3-{[1-(2-chlorophenyl)ethyl]oxy}-2-thiophenecarboxamide"
DB07472,"(r)-(+)9b-(3-methyl)phenyl-2,3-dihydrothiazolo[2,3-a]isoindol-5(9bh)-one"
DB07473,"(r)-(+) 5(9bh)-oxo-9b-phenyl-2,3-dihydrothiazolo[2,3-a]isoindol-3-carboxylic acid methyl ester"
DB07474,3-[5-(1h-imidazol-1-yl)-7-methyl-1h-benzimidazol-2-yl]-4-[(pyridin-2-ylmethyl)amino]pyridin-2(1h)-one
DB07476,n-[4-(aminosulfonyl)phenyl]-2-mercaptobenzamide
DB07477,felbinac
DB07478,"3,4-biphenyldiol"
DB07479,"(1s)-1,2,3,4-tetrahydro-benzo[c]phenanthrene-2,3,4-triol"
DB07480,4-phosphonooxy-phenyl-methyl-[4-phosphonooxy]benzen
DB07481,"tert-butyl [(2-amino-4-oxo-4,7-dihydro-3h-pyrrolo[2,3-d]pyrimidin-5-yl)methyl]carbamate"
DB07482,(2r)-n-[(2r)-2-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-n-[(5r)-5-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-l-prolinamide
DB07483,"1,1'-biphenyl-2-sulfinic acid"
DB07484,"(2r)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid"
DB07485,bisphenol z
DB07486,"3-({4-[(1e)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline"
DB07487,"(6-methyl-3,4-dihydro-2h-chromen-2-yl)methylphosphinate"
DB07488,"{4-amino-2-[(4-methoxyphenyl)amino]-1,3-thiazol-5-yl}(4-methoxyphenyl)methanone"
DB07489,"4-amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium"
DB07490,"2-[1-(4-chloro-phenyl)-ethyl]-4,6-dinitro-phenol"
DB07491,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid"
DB07492,bromamphenicol
DB07493,5-bromoindirubin
DB07494,"(3-exo)-3-(10,11-dihydro-5h-dibenzo[a,d][7]annulen-5-yloxy)-8,8-dimethyl-8-azoniabicyclo[3.2.1]octane"
DB07495,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)-1h-pyrazole-3-carboxamide"
DB07496,"1,3-diphenylurea"
DB07497,"5-(hexahydro-2-oxo-1h-thieno[3,4-d]imidazol-6-yl)pentanal"
DB07498,"4-[3-(3-nitrophenyl)-1,2,4-oxadiazol-5-yl]butanoic acid"
DB07499,"n-(4-{[amino(imino)methyl]amino}butyl)-2,4'-bi-1,3-thiazole-4-carboxamide"
DB07500,(2e)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one
DB07501,(2s)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol
DB07502,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol"
DB07503,"(5e)-5-[(2,2-difluoro-1,3-benzodioxol-5-yl)methylene]-1,3-thiazolidine-2,4-dione"
DB07504,(2r)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol
DB07505,"n-({(3r,4r)-4-[(benzyloxy)methyl]pyrrolidin-3-yl}methyl)-n-(2-methylpropyl)benzenesulfonamide"
DB07506,l-benzylsuccinic acid
DB07507,"2-(4-hydroxybiphenyl-3-yl)-4-methyl-1h-isoindole-1,3(2h)-dione"
DB07508,4-(5-benzenesulfonylamino-1-methyl-1h-benzoimidazol-2-ylmethyl)-benzamidine
DB07509,difluoro(5-{2-[(5-octyl-1h-pyrrol-2-yl-kappan)methylidene]-2h-pyrrol-5-yl-kappan}pentanoato)boron
DB07510,"3-fluoro-6-(4-fluorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid"
DB07511,"4-(4-methyl-1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl)benzonitrile"
DB07512,7-[(3-chlorobenzyl)oxy]-2-oxo-2h-chromene-4-carbaldehyde
DB07513,7-[(3-chlorobenzyl)oxy]-4-[(methylamino)methyl]-2h-chromen-2-one
DB07514,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1h)-one"
DB07515,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol"
DB07516,"(2z,4e)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid"
DB07517,3-carboxy-4-methyl-5-propyl-2-furanpropionic
DB07518,(2r)-2-ethyl-1-hexanesulfonic acid
DB07519,"(6r)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3h)-one"
DB07520,"n-[1-(aminomethyl)cyclopropyl]-3-(morpholin-4-ylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]-l-alaninamide"
DB07521,"(3z,6s)-6-chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2r)-2-piperidinyl]ethyl}imino)-2-piperazinol"
DB07522,"n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]naphthalene-2-sulfonamide"
DB07524,"n-phenyl-1h-pyrrolo[2,3-b]pyridin-3-amine"
DB07525,"3-(3-methoxybenzyl)-1h-pyrrolo[2,3-b]pyridine"
DB07526,n-[4-({[5-(dimethylamino)-1-naphthyl]sulfonyl}amino)butyl]-3-sulfanylpropanamide
DB07527,"n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]-4-methoxy-2,3,6-trimethylbenzenesulfonamide"
DB07528,3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]pyridin-2(1h)-one
DB07529,"(5e)-2-amino-5-(2-pyridinylmethylene)-1,3-thiazol-4(5h)-one"
DB07530,"(1r,3r)-5-[(2e)-3-{(1s,3r)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol"
DB07531,"4-{5-[(z)-(2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide"
DB07532,n-hexanoyl-l-homoserine
DB07533,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]-2-furyl}-n-methylbenzenesulfonamide"
DB07534,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide"
DB07535,2-amino-6-[2-(1h-indol-6-yl)ethyl]pyrimidin-4(3h)-one
DB07536,"n-{(1s,2r)-2-hydroxy-1-[(hydroxyamino)carbonyl]propyl}-4-{[4-(morpholin-4-ylmethyl)phenyl]ethynyl}benzamide"
DB07537,"n'-(6-aminopyridin-3-yl)-n-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide"
DB07538,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}-2-(trifluoromethyl)benzenesulfonamide"
DB07539,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzoic acid"
DB07540,"4-{5-[(1z)-1-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)ethyl]-2-furyl}benzenesulfonamide"
DB07541,4-(dihydroxyboranyl)-2-({[4-(phenylsulfonyl)thiophen-2-yl]sulfonyl}amino)benzoic acid
DB07542,5-amino-6-cyclohexyl-4-hydroxy-2-isobutyl-hexanoic acid
DB07543,(s)-carazolol
DB07544,n'-(5-chlorobenzofuran-2-carbonyl)-2-(trifluoromethyl)benzenesulfonohydrazide
DB07545,n-{3-[(4-{[3-(trifluoromethyl)phenyl]amino}pyrimidin-2-yl)amino]phenyl}cyclopropanecarboxamide
DB07546,[1-(6-{6-[(1-methylethyl)amino]-1h-indazol-1-yl}pyrazin-2-yl)-1h-pyrrol-3-yl]acetic acid
DB07547,5-(4-cyanophenyl)-3-{[(2-methylphenyl)sulfonyl]amino}thiophene-2-carboxylic acid
DB07548,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-6-pyridinyl)methyl]acetamide"
DB07549,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-3-methyl-6-pyridinyl)methyl]acetamide"
DB07550,"2-(6-chloro-3-{[2,2-difluoro-2-(1-oxido-2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluorophenyl)methyl]acetamide"
DB07551,"(2s)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile"
DB07552,"(2r)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile"
DB07553,"9,9,9-trifluoro-8-oxo-n-phenylnonanamide"
DB07555,"hydroxy(oxo)(2-{(1s)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium"
DB07556,cgs-27023
DB07557,"3,20-pregnanedione"
DB07558,acetylleucyl-leucyl-norleucinal
DB07559,"(2z)-2-cyano-n-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide"
DB07560,n-[(1s)-2-methyl-1-(pyridin-4-ylcarbamoyl)propyl]cyclohexanecarboxamide
DB07561,(2z)-2-cyano-n-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide
DB07562,"n-[4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-yl]-n',n'-dimethyl-benzene-1,4-diamine"
DB07563,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7h-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine"
DB07564,"6-amino-2-[(2-morpholin-4-ylethyl)amino]-3,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one"
DB07565,chloramphenicol succinate
DB07567,"(2r,3r,4s)-3-(4-hydroxyphenyl)-4-methyl-2-[4-(2-pyrrolidin-1-ylethoxy)phenyl]chroman-6-ol"
DB07568,"(2s)-2-[(2,1,3-benzothiadiazol-4-ylsulfonyl)amino]-2-phenyl-n-pyridin-4-ylacetamide"
DB07569,cis-4-methyl-n-[(1s)-3-(methylsulfanyl)-1-(pyridin-4-ylcarbamoyl)propyl]cyclohexanecarboxamide
DB07570,3-cyclohexyl-1-(2-morpholin-4-yl-2-oxoethyl)-2-phenyl-1h-indole-6-carboxylic acid
DB07571,"n~2~-[(benzyloxy)carbonyl]-n-[(1s,2s)-2-hydroxy-1-(4-hydroxybenzyl)propyl]-l-leucinamide"
DB07572,3-{[(4-methylphenyl)sulfonyl]amino}propyl pyridin-4-ylcarbamate
DB07573,"(2s)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol"
DB07574,"2-mercapto-n-[1,2,3,10-tetramethoxy-9-oxo-5,6,7,9-tetrahydro-benzo[a]heptalen-7-yl]acetamide"
DB07575,"2,4-diamino-1,5-diphenyl-3-hydroxypentane"
DB07577,"2,4-diamino-5-phenyl-6-ethylpyrimidine"
DB07578,cp-94707
DB07579,"bis-1,2-{[(z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane"
DB07580,"bis-1,2-{[(z)-2carboxy-2-methyl-1,3-dioxane]-5-yloxycarbonyl}-piperazine"
DB07581,5-amino-6-cyclohexyl-4-hydroxy-2-isopropyl-hexanoic acid
DB07582,"n-[(2r,3s)-1-((2s)-2-{[(cyclopentylamino)carbonyl]amino}-3-methylbutanoyl)-2-(1-formyl-1-cyclobutyl)pyrrolidinyl]cyclopropanecarboxamide"
DB07583,"(4r,2s)-5'-(4-(4-chlorobenzyloxy)pyrrolidin-2-ylmethanesulfonyl)isoquinoline"
DB07584,"n-[2-(5-methyl-4h-1,2,4-triazol-3-yl)phenyl]-7h-pyrrolo[2,3-d]pyrimidin-4-amine"
DB07585,"5-(5-chloro-7h-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1h-imidazo[4,5-c]pyridine"
DB07586,"5-(4-methyl-benzoylamino)-biphenyl-3,4'-dicarboxylic acid 3-dimethylamide-4'-hydroxyamide"
DB07587,"n-(1-cyanocyclopropyl)-3-({[(2s)-5-oxopyrrolidin-2-yl]methyl}sulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]-l-alaninamide"
DB07588,"3,4-di-1h-indol-3-yl-1h-pyrrole-2,5-dicarboxylic acid"
DB07589,"n-[1-(aminomethyl)cyclopropyl]-3-(benzylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]-l-alaninamide"
DB07590,"s-[3-(3,4-dichlorophenyl)-3-oxopropyl]-l-cysteine"
DB07591,n1-cyclopentyl-n2-(thiazol-2-yl)oxalamide
DB07592,(2r)-3-methyl-1-phenyl-2-butanyl [(2s)-1-oxo-2-hexanyl]carbamate
DB07593,1-(phenylmethyl)cyclopentyl[(1s)-1-formylpentyl]carbamate
DB07594,cct-018159
DB07595,"(5z)-5-(3-bromocyclohexa-2,5-dien-1-ylidene)-n-(pyridin-4-ylmethyl)-1,5-dihydropyrazolo[1,5-a]pyrimidin-7-amine"
DB07596,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate"
DB07597,"cis-(1r,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol"
DB07598,"2,3,6a,7,8,9-hexahydro-11h-[1,4]dioxino[2,3-g]pyrrolo[2,1-b][1,3]benzoxazin-11-one"
DB07599,[(2-amino-alpha-methoxyimino-4-thiazolylacetyl)amino]methylboronic acid
DB07601,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol"
DB07602,s-{3-[(4-anilinoquinazolin-6-yl)amino]-3-oxopropyl}-l-cysteine
DB07603,n-hexanoyl-l-homocysteine
DB07604,"(6ar,11as,11br)-10-acetyl-9-hydroxy-7,7-dimethyl-2,6,6a,7,11a,11b-hexahydro-11h-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indol-11-one"
DB07605,"2-({4-[(5-chloro-1h-indol-2-yl)sulfonyl]piperazin-1-yl}carbonyl)thieno[3,2-b]pyridine 4-oxide"
DB07606,"6-(3,4-dihydroxybenzyl)-3-ethyl-1-(2,4,6-trichlorophenyl)-1h-pyrazolo[3,4-d]pyrimidin-4(5h)-one"
DB07607,4-[5-(3-iodo-phenyl)-2-(4-methanesulfinyl-phenyl)-1h-imidazol-4-yl]-pyridine
DB07608,n-(5-{[(2s)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1h-indazol-3-yl)benzamide
DB07609,"n,n-dimethyl(5-(pyridin-3-yl)furan-2-yl)methanamine"
DB07610,"1,2-dihydroxynaphthalene"
DB07611,decane-1-thiol
DB07612,6-(3-aminophenyl)-n-(tert-butyl)-2-(trifluoromethyl)quinazolin-4-amine
DB07613,3-phenyl-5-(1h-pyrazol-3-yl)isoxazole
DB07614,"phenyl-5-(1h-pyrazol-3-yl)-1,3-thiazole"
DB07615,tranilast
DB07616,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid"
DB07617,n-methyl(5-(pyridin-3-yl)furan-2-yl)methanamine
DB07618,"2-(4-(aminomethyl)piperidin-1-yl)-n-(3_cyclohexyl-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)acetamide"
DB07619,"n-cyclopropyl-n-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide"
DB07620,"2-[(2,4-dichloro-5-methylphenyl)sulfonyl]-1,3-dinitro-5-(trifluoromethyl)benzene"
DB07621,(5-(pyridin-3-yl)furan-2-yl)methanamine
DB07622,"1-(3-(2,4-dimethylthiazol-5-yl)-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)-3-(4-methylpiperazin-1-yl)urea"
DB07623,"4,4'-dipyridyl disulfide"
DB07624,"1-{[(3r)-3-methyl-4-({4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide"
DB07625,"4-(2-aminoethoxy)-n-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide"
DB07626,"4-(2-aminoethoxy)-n-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide"
DB07627,(2s)-4-methyl-2-(3-phenylthioureido)-n-((3s)-tetrahydro-2-hydroxy-3-furanyl)pentanamide
DB07628,"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5h-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one"
DB07629,"n-((1r,2s)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide"
DB07630,"n-((1r,2r)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide"
DB07631,lauryldimethylbetaine
DB07632,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide"
DB07633,octyl 3-deoxy-2-o-(6-deoxy-alpha-l-galactopyranosyl)-beta-d-xylo-hexopyranoside
DB07634,"(2,6-dimethylphenoxy)acetic acid"
DB07635,"4,4'-dihydroxybenzophenone"
DB07636,"5-heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione"
DB07637,dibromotyrosine
DB07638,"(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol"
DB07639,3-(7-diaminomethyl-naphthalen-2-yl)-propionic acid ethyl ester
DB07640,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione"
DB07641,decyl(dimethyl)phosphine oxide
DB07642,"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine"
DB07643,"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine"
DB07644,"5-[(1s)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine"
DB07645,sebacic acid
DB07646,"undecylamine-n,n-dimethyl-n-oxide"
DB07647,"(2r)-1-[(5,6-diphenyl-7h-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propan-2-ol"
DB07648,"(2r)-3-{[(4z)-5,6-diphenyl-6,7-dihydro-4h-pyrrolo[2,3-d]pyrimidin-4-ylidene]amino}propane-1,2-diol"
DB07649,"(3r,4s)-1-[(4-amino-5h-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol"
DB07650,decyl formate
DB07651,n-acetyl-l-phenylalanyl-4-[difluoro(phosphono)methyl]-l-phenylalaninamide
DB07652,"1-[2-deoxyribofuranosyl]-2,4-difluoro-5-methyl-benzene-5'monophosphate"
